id,user_msg,processed_intent,processed_class,processed_attributes,processed_filter_attributes,expected_intent,expected_class,expected_attributes,expected_filter_attributes,evaluation1_error_type,evaluation2_error_type,evaluation2_error_description
268,add an article with title='dome: a reference architecture',ADD,article,"{""title"": ""DoME: A Reference Architecture""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add an article with title='dome: a reference architecture'"
269,show me article,READ,article,,,READ,article,,,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me article"
270,update the article with id=8 setting the year=2015,UPDATE,article,"{""year"": ""2015""}","{""id"": ""8""}",UPDATE,article,"{""year"": ""2015""}","{""id"": ""8""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=8 setting the year=2015"
271,"update the article with id=8 setting name="""" and title=""advances in natural language processing""",UPDATE,article,,,UPDATE,article,"{""name"": """", ""title"": ""Advances in natural language processing""}",,assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=8 setting name="""" and title=""advances in natural language processing"""
272,"update the article with id=8 setting title=""advances in natural language processing""",UPDATE,article,"{""setting"": ""Advances in natural language processing""}","{""id"": ""8""}",UPDATE,article,"{""title"": ""Advances in natural language processing""}","{""id"": ""8""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=8 setting title=""advances in natural language processing"""
273,show me articles with year=2015,READ,article,"{""year"": ""2015""}",,READ,article,"{""year"": ""2015""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me articles with year=2015"
274,"update the article with id=8 setting the title=""advances in natural language processing""",UPDATE,article,"{""title"": ""Advances in natural language processing""}","{""id"": ""8""}",UPDATE,article,"{""title"": ""Advances in natural language processing""}","{""id"": ""8""}",,assertion,"'article' != 'id'
- article
+ id
 : entity class not correct.
processed_class=id
expected_class=article
user_msg: update the article with id=8 setting the title=""advances in natural language processing"""
275,show me articles where yaer=2015,READ,article,,,READ,article,,,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me articles where yaer=2015"
276,show me articles where year=2015,READ,article,"{""year"": ""2015""}",,READ,article,"{""year"": ""2015""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me articles where year=2015"
277,delete the attribute name  from article,DELETE,attribute,"{""attribute"": ""name""}",,DELETE,attribute,"{""attribute"": ""name""}",,,assertion,"'attribute' != 'greeting'
- attribute
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=attribute
user_msg: delete the attribute name  from article"
278,delete name from article,DELETE,article,"{""name"": ""article""}",,DELETE,article,"{""name"": ""article""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: delete name from article"
279,"update the article with id=8 setting the name=""""",UPDATE,article,,,UPDATE,article,"{""name"": """"}","{""id"": ""8""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=8 setting the name="""""
280,"update the article with id=8 setting the name="" """,UPDATE,article,,,UPDATE,article,"{""name"": "" ""}","{""id"": ""8""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=8 setting the name="" """
281,"update the article with id=8 setting the name=a""""",UPDATE,article,"{""name"": ""a""}","{""id"": ""8""}",UPDATE,article,"{""name"": ""a""}","{""id"": ""8""}",,assertion,"'article' != 'id'
- article
+ id
 : entity class not correct.
processed_class=id
expected_class=article
user_msg: update the article with id=8 setting the name=a"""""
282,update the article with id=8 setting the name=null,UPDATE,article,"{""name"": ""null""}","{""id"": ""8""}",UPDATE,article,"{""name"": ""null""}","{""id"": ""8""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=8 setting the name=null"
283,update the article with id=8 deleting the name,UPDATE,article,,,UPDATE,article,"{""name"": """"}","{""id"": ""8""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=8 deleting the name"
284,delete the article with id=9,DELETE,article,"{""id"": ""9""}",,DELETE,article,"{""id"": ""9""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: delete the article with id=9"
285,"add a article with name ""experimental framework to simulate rescue operations after a natural disaster"" and keywords= experimental framework, simulation, benchmark",ADD,article,"{""name"": ""Experimental Framework to Simulate Rescue Operations after a Natural Disaster"", ""keywords"": ""Experimental framework, Simulation, Benchmark""}",,ADD,article,"{""name"": ""Experimental Framework to Simulate Rescue Operations after a Natural Disaster"", ""keywords"": ""Experimental framework, Simulation, Benchmark""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add a article with name ""experimental framework to simulate rescue operations after a natural disaster"" and keywords= experimental framework, simulation, benchmark"
286,"update the article with name ""experimental framework, simulation, benchmark"" setting year=2020",UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework, Simulation, Benchmark""}",UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework, Simulation, Benchmark""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with name ""experimental framework, simulation, benchmark"" setting year=2020"
287,"update the article with name ""experimental framework to simulate rescue operations after a natural disaster"" setting year=2020",UPDATE,article,,,UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework to simulate rescue operations after a natural disaster""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with name ""experimental framework to simulate rescue operations after a natural disaster"" setting year=2020"
288,"update the article with name=""experimental framework to simulate rescue operations after a natural disaster"" setting year=2020",UPDATE,article,,,UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework to simulate rescue operations after a natural disaster""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with name=""experimental framework to simulate rescue operations after a natural disaster"" setting year=2020"
289,update the article with name=experimental framework to simulate rescue operations after a natural disaster setting the year=2020,UPDATE,article,"{""natural_disaster"": ""2020""}","{""name"": ""Experimental Framework to Simulate Rescue Operations""}",UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework to simulate rescue operations after a natural disaster""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with name=experimental framework to simulate rescue operations after a natural disaster setting the year=2020"
290,"update the article with keywords ""experimental framework, simulation, benchmark"" setting the year=2020",UPDATE,article,"{""year"": ""2020""}","{""keywords"": ""Experimental framework, Simulation, Benchmark""}",UPDATE,article,"{""year"": ""2020""}","{""keywords"": ""Experimental framework, Simulation, Benchmark""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with keywords ""experimental framework, simulation, benchmark"" setting the year=2020"
291,show me articles where year > 2013,READ,article,"{""year"": ""2013""}",,READ,article,"{""year"": ""2013""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me articles where year > 2013"
292,show me articles where year != 2015,READ,article,"{""year"": ""2015""}",,READ,article,"{""year"": ""2015""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me articles where year != 2015"
293,show articles with id > 6,READ,article,"{""id"": ""6""}",,READ,article,"{""id"": ""6""}",,,assertion,"""{'id': '6'}"" != 'none'
- {'id': '6'}
+ none
 : attributes not correct.
processed_attributes=None
expected_attributes={'id': '6'}
user_msg: show articles with id > 6"
294,show me articles with id=9,READ,article,"{""id"": ""9""}",,READ,article,"{""id"": ""9""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me articles with id=9"
295,show me article where id > 6,READ,article,"{""id"": ""6""}",,READ,article,"{""id"": ""6""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me article where id > 6"
296,show me article where id = 6,READ,article,"{""id"": ""6""}",,READ,article,"{""id"": ""6""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me article where id = 6"
297,show me article where id=9,READ,article,"{""id"": ""9""}",,READ,article,"{""id"": ""9""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me article where id=9"
298,show me article where id=10,READ,article,"{""id"": ""10""}",,READ,article,"{""id"": ""10""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me article where id=10"
299,add city with name=fortaleza and state=ceará,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: add city with name=fortaleza and state=ceará"
300,"add city with name=berlin, country=germany, population=3.645 million",ADD,city,"{""name"": ""Berlin"", ""country"": ""Germany"", ""population"": ""3.645 million""}",,ADD,city,"{""name"": ""Berlin"", ""country"": ""Germany"", ""population"": ""3.645 million""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: add city with name=berlin, country=germany, population=3.645 million"
301,show me city,READ,city,,,READ,city,,,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: show me city"
302,delete city,DELETE,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.DELETE: 'DELETE'> : intent not correct.
processed_intent = DELETE
expected_intent = MEANINGLESS
user_msg: delete city"
303,delete all cities,DELETE,city,,,DELETE,city,,,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete all cities"
304,delete city where id=1 and id=2,DELETE,city,"{""id"": ""1""}",,DELETE,city,"{""id"": ""1""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where id=1 and id=2"
305,delete city where id-2,DELETE,,,,DELETE,city,,,assertion,assertion,"'city' != 'id'
- city
+ id
 : entity class not correct.
processed_class=id
expected_class=city
user_msg: delete city where id-2"
306,delete city where id=2,DELETE,city,"{""id"": ""2""}",,DELETE,city,"{""id"": ""2""}",,,assertion,"'city' != 'id'
- city
+ id
 : entity class not correct.
processed_class=id
expected_class=city
user_msg: delete city where id=2"
307,add city with name= teste and number=1,ADD,city,"{""name"": ""teste"", ""number"": ""1""}",,ADD,city,"{""name"": ""teste"", ""number"": ""1""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: add city with name= teste and number=1"
308,add city with name= teste and number=2,ADD,city,"{""name"": ""teste"", ""number"": ""2""}",,ADD,city,"{""name"": ""teste"", ""number"": ""2""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: add city with name= teste and number=2"
309,delete city where name=teste,DELETE,city,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where name=teste"
310,"delete city where name=""teste""",DELETE,teste,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where name=""teste"""
311,delete city where number=1,DELETE,,,,DELETE,city,"{""number"": ""1""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where number=1"
312,delete all city with name=teste,DELETE,city,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete all city with name=teste"
313,"delete all city with name=""teste""",DELETE,city,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete all city with name=""teste"""
314,delete all city where number=1,DELETE,city,"{""number"": ""1""}",,DELETE,city,"{""number"": ""1""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete all city where number=1"
315,delete city where id=4,DELETE,city,"{""id"": ""4""}",,DELETE,city,"{""id"": ""4""}",,,assertion,"'city' != 'id'
- city
+ id
 : entity class not correct.
processed_class=id
expected_class=city
user_msg: delete city where id=4"
316,o,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: o"
317,delete city o,DELETE,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.DELETE: 'DELETE'> : intent not correct.
processed_intent = DELETE
expected_intent = MEANINGLESS
user_msg: delete city o"
318,delete city where name=fortaleza,DELETE,city,"{""name"": ""Fortaleza""}",,DELETE,city,"{""name"": ""Fortaleza""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where name=fortaleza"
319,add city with name fortaleza and state=ceará,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: add city with name fortaleza and state=ceará"
320,"add city with name ""fortaleza"" and state=ceará",ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: add city with name ""fortaleza"" and state=ceará"
321,delete city where state=ceará,DELETE,,,,DELETE,city,"{""state"": ""Cear\u00e1""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where state=ceará"
322,"delete city where state=""ceará""",DELETE,,,,DELETE,city,"{""state"": ""Cear\u00e1""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where state=""ceará"""
323,show pokemons,READ,pokemon,,,READ,pokemon,,,,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: show pokemons"
324,"delete city where name=""fortaleza""",DELETE,,,,DELETE,city,"{""name"": ""Fortaleza""}",,assertion,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete city where name=""fortaleza"""
325,show me pokemons,READ,pokemon,,,READ,pokemon,,,,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: show me pokemons"
326,get city,READ,city,,,READ,city,,,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: get city"
327,"update a pokemon with name=""pikachu"" by setting evolve to=""raichu""",UPDATE,pokemon,"{""evolve"": ""to=\""Raichu""}","{""name"": ""Pikachu""}",UPDATE,pokemon,"{""evolve_to"": ""Raichu""}","{""name"": ""Pikachu""}",assertion,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: update a pokemon with name=""pikachu"" by setting evolve to=""raichu"""
328,delete city where id=8,DELETE,,,,DELETE,city,"{""id"": ""8""}",,assertion,assertion,"'city' != 'id'
- city
+ id
 : entity class not correct.
processed_class=id
expected_class=city
user_msg: delete city where id=8"
329,"update a pokemon with name=""pikachu"" by setting evolvution =""raichu""",UPDATE,pokemon,"{""evolvution"": ""Raichu""}","{""name"": ""Pikachu""}",UPDATE,pokemon,"{""evolvution"": ""Raichu""}","{""name"": ""Pikachu""}",,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: update a pokemon with name=""pikachu"" by setting evolvution =""raichu"""
330,delete all city where name=fortaleza,DELETE,city,"{""name"": ""Fortaleza""}",,DELETE,city,"{""name"": ""Fortaleza""}",,,assertion,"'city' != 'greeting'
- city
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=city
user_msg: delete all city where name=fortaleza"
331,"update a pokemon with name=""pikachu"" by setting evolution to=""raichu""",UPDATE,pokemon,"{""evolution"": ""Raichu""}","{""name"": ""Pikachu""}",UPDATE,pokemon,"{""evolution"": ""Raichu""}","{""name"": ""Pikachu""}",,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: update a pokemon with name=""pikachu"" by setting evolution to=""raichu"""
332,view all pokemons,READ,pokemon,,,READ,pokemon,,,,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: view all pokemons"
333,view the pokemon,READ,pokemon,,,READ,pokemon,,,,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: view the pokemon"
334,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author ""v-measure: a conditional entropy-based external cluster evaluation measure"", co-author ""andrew rosenberg"" and year=2007",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,,assertion,"'article' != 'v_measure'
- article
+ v_measure
 : entity class not correct.
processed_class=v_measure
expected_class=article
user_msg: add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author ""v-measure: a conditional entropy-based external cluster evaluation measure"", co-author ""andrew rosenberg"" and year=2007"
335,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" and year=2007",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,,assertion,"'article' != 'v'
- article
+ v
 : entity class not correct.
processed_class=v
expected_class=article
user_msg: add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" and year=2007"
336,"add an article with title=""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" , year=2007",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,,assertion,"'article' != 'v'
- article
+ v
 : entity class not correct.
processed_class=v
expected_class=article
user_msg: add an article with title=""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" , year=2007"
337,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg""",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG""}",,,assertion,"'article' != 'v_measure'
- article
+ v_measure
 : entity class not correct.
processed_class=v_measure
expected_class=article
user_msg: add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"""
338,"update the article where title=""v-measure: a conditional entropy-based external cluster evaluation measure"" setting  co-author=""andrew rosenberg""",UPDATE,article,"{""setting"": ""co-author=\""Andrew Rosenberg""}","{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure""}",UPDATE,article,"{""co_author"": ""Andrew Rosenberg""}","{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article where title=""v-measure: a conditional entropy-based external cluster evaluation measure"" setting  co-author=""andrew rosenberg"""
339,"update article with id=11 setting co-author=""andrew rosenberg"" and year=2007",UPDATE,article,,,UPDATE,article,"{""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}","{""id"": ""11""}",assertion,assertion,"<Intent.UPDATE: 'UPDATE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = UPDATE
user_msg: update article with id=11 setting co-author=""andrew rosenberg"" and year=2007"
340,"update article where id=11 setting co-author=""andrew rosenberg""",UPDATE,article,"{""setting"": ""co-author=\""ANDREW ROSENBERG""}","{""id"": ""11""}",UPDATE,article,"{""co_author"": ""Andrew Rosenberg""}","{""id"": ""11""}",assertion,assertion,"<Intent.UPDATE: 'UPDATE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = UPDATE
user_msg: update article where id=11 setting co-author=""andrew rosenberg"""
341,"update the article with id=11 setting co-author=""andrew rosenberg"" and year=2007",UPDATE,article,,,UPDATE,article,"{""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}","{""id"": ""11""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=11 setting co-author=""andrew rosenberg"" and year=2007"
342,"update the article with id=11 setting co-author=""andrew rosenberg""",UPDATE,article,"{""setting"": ""co-author=\""ANDREW ROSENBERG""}","{""id"": ""11""}",UPDATE,article,"{""setting"": ""co-author=\""ANDREW ROSENBERG""}","{""id"": ""11""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=11 setting co-author=""andrew rosenberg"""
343,"update the article with id=11, setting coauthor=""andrew rosenberg""",UPDATE,article,"{""coauthor"": ""ANDREW ROSENBERG""}","{""id"": ""11""}",UPDATE,article,"{""coauthor"": ""ANDREW ROSENBERG""}","{""id"": ""11""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=11, setting coauthor=""andrew rosenberg"""
344,"update the article with author=""julia hirschberg"", setting the year=2007",UPDATE,article,,,UPDATE,article,"{""year"": ""2007""}","{""author"": ""JULIA HIRSCHBERG""}",assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with author=""julia hirschberg"", setting the year=2007"
345,"update the article with id=11, setting the year=2007",UPDATE,article,"{""year"": ""2007""}","{""id"": ""11""}",UPDATE,article,"{""year"": ""2007""}","{""id"": ""11""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=11, setting the year=2007"
346,"delete all articles where author=""julia hirschberg""",DELETE,article,"{""author"": ""JULIA HIRSCHBERG""}",,DELETE,article,"{""author"": ""JULIA HIRSCHBERG""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: delete all articles where author=""julia hirschberg"""
347,add a pokemon with name='squid',ADD,pokemon,"{""name"": ""Squid""}",,ADD,pokemon,"{""name"": ""Squid""}",,,assertion,"'pokemon' != 'squid'
- pokemon
+ squid
 : entity class not correct.
processed_class=squid
expected_class=pokemon
user_msg: add a pokemon with name='squid'"
348,get all pokemons,READ,pokemon,,,READ,pokemon,,,,assertion,"'pokemon' != 'greeting'
- pokemon
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=pokemon
user_msg: get all pokemons"
349,get student with name=itamar,READ,student,"{""name"": ""Itamar""}",,READ,student,"{""name"": ""Itamar""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get student with name=itamar"
350,list all students,READ,student,,,READ,student,,,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: list all students"
351,add an article with title='dome: a domesticated movie experiment',ADD,article,"{""title"": ""DoME: A Domesticated Movie Experiment""}",,ADD,article,"{""title"": ""DoME: A Domesticated Movie Experiment""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add an article with title='dome: a domesticated movie experiment'"
352,"update the article with id=1, setting the year=3021",UPDATE,article,"{""year"": ""3021""}","{""id"": ""1""}",UPDATE,article,"{""year"": ""3021""}","{""id"": ""1""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=1, setting the year=3021"
353,show the model,READ,model,,,READ,model,,,,assertion,"'model' != 'greeting'
- model
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=model
user_msg: show the model"
354,"update all articles with year=3021, setting the author='bill gates'",UPDATE,article,"{""author"": ""Bill Gates""}","{""year"": ""3021""}",UPDATE,article,"{""author"": ""Bill Gates""}","{""year"": ""3021""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update all articles with year=3021, setting the author='bill gates'"
355,get articles when year=3021,READ,article,"{""year"": ""3021""}",,READ,article,"{""year"": ""3021""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: get articles when year=3021"
356,h,GREETING,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: h"
