id,user_msg,processed_intent,processed_class,processed_attributes,processed_filter_attributes,expected_intent,expected_class,expected_attributes,expected_filter_attributes,evaluation1_error_type,evaluation2_error_type,evaluation2_error_description
266,"add article with name ""advances in natural language processing"", author=julia hirschberg, co-author= christopher d. manning",ADD,article,"{""name"": ""Advances in natural language processing"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""CHRISTOPHER D. MANNING""}",,ADD,article,"{""name"": ""Advances in natural language processing"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""CHRISTOPHER D. MANNING""}",,,assertion,"""{'name': 'advances in natural language p[76 chars]ng'}"" != 'none'
- {'name': 'advances in natural language processing', 'author': 'julia hirschberg', 'co_author': 'christopher d. manning'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'advances in natural language processing', 'author': 'julia hirschberg', 'co_author': 'christopher d. manning'}
user_msg: add article with name ""advances in natural language processing"", author=julia hirschberg, co-author= christopher d. manning"
267,show me all authors,READ,authors,,,READ,authors,,,,,
268,add an article with title='dome: a reference architecture',ADD,article,"{""title"": ""DoME: A Reference Architecture""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture""}",,,assertion,"""{'title': 'dome: a reference architecture'}"" != 'none'
- {'title': 'dome: a reference architecture'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'dome: a reference architecture'}
user_msg: add an article with title='dome: a reference architecture'"
269,show me article,READ,article,,,READ,article,,,,,
270,update the article with id=8 setting the year=2015,UPDATE,article,"{""year"": ""2015""}","{""id"": ""8""}",UPDATE,article,"{""year"": ""2015""}","{""id"": ""8""}",,general,'NoneType' object has no attribute 'intent'
271,"update the article with id=8 setting name="""" and title=""advances in natural language processing""",UPDATE,article,,,UPDATE,article,"{""name"": """", ""title"": ""Advances in natural language processing""}",,assertion,general,'NoneType' object has no attribute 'intent'
272,"update the article with id=8 setting title=""advances in natural language processing""",UPDATE,article,"{""setting"": ""Advances in natural language processing""}","{""id"": ""8""}",UPDATE,article,"{""title"": ""Advances in natural language processing""}","{""id"": ""8""}",assertion,general,'NoneType' object has no attribute 'intent'
273,show me articles with year=2015,READ,article,"{""year"": ""2015""}",,READ,article,"{""year"": ""2015""}",,,assertion,"""{'year': '2015'}"" != 'none'
- {'year': '2015'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2015'}
user_msg: show me articles with year=2015"
274,"update the article with id=8 setting the title=""advances in natural language processing""",UPDATE,article,"{""title"": ""Advances in natural language processing""}","{""id"": ""8""}",UPDATE,article,"{""title"": ""Advances in natural language processing""}","{""id"": ""8""}",,general,'NoneType' object has no attribute 'intent'
275,show me articles where yaer=2015,READ,article,,,READ,article,,,,,
276,show me articles where year=2015,READ,article,"{""year"": ""2015""}",,READ,article,"{""year"": ""2015""}",,,assertion,"""{'year': '2015'}"" != 'none'
- {'year': '2015'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2015'}
user_msg: show me articles where year=2015"
277,delete the attribute name  from article,DELETE,attribute,"{""attribute"": ""name""}",,DELETE,attribute,"{""attribute"": ""name""}",,,assertion,"""{'attribute': 'name'}"" != 'none'
- {'attribute': 'name'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'attribute': 'name'}
user_msg: delete the attribute name  from article"
278,delete name from article,DELETE,article,"{""name"": ""article""}",,DELETE,article,"{""name"": ""article""}",,,assertion,"""{'name': 'article'}"" != 'none'
- {'name': 'article'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'article'}
user_msg: delete name from article"
279,"update the article with id=8 setting the name=""""",UPDATE,article,,,UPDATE,article,"{""name"": """"}","{""id"": ""8""}",assertion,assertion,"""{'name': ''}"" != 'none'
- {'name': ''}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': ''}
user_msg: update the article with id=8 setting the name="""""
280,"update the article with id=8 setting the name="" """,UPDATE,article,,,UPDATE,article,"{""name"": "" ""}","{""id"": ""8""}",assertion,general,'NoneType' object has no attribute 'intent'
281,"update the article with id=8 setting the name=a""""",UPDATE,article,"{""name"": ""a""}","{""id"": ""8""}",UPDATE,article,"{""name"": ""a""}","{""id"": ""8""}",,general,'NoneType' object has no attribute 'intent'
282,update the article with id=8 setting the name=null,UPDATE,article,"{""name"": ""null""}","{""id"": ""8""}",UPDATE,article,"{""name"": ""null""}","{""id"": ""8""}",,general,'NoneType' object has no attribute 'intent'
283,update the article with id=8 deleting the name,UPDATE,article,,,UPDATE,article,"{""name"": """"}","{""id"": ""8""}",assertion,general,'NoneType' object has no attribute 'intent'
284,delete the article with id=9,DELETE,article,"{""id"": ""9""}",,DELETE,article,"{""id"": ""9""}",,,assertion,"""{'id': '9'}"" != 'none'
- {'id': '9'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '9'}
user_msg: delete the article with id=9"
285,"add a article with name ""experimental framework to simulate rescue operations after a natural disaster"" and keywords= experimental framework, simulation, benchmark",ADD,article,"{""name"": ""Experimental Framework to Simulate Rescue Operations after a Natural Disaster"", ""keywords"": ""Experimental framework, Simulation, Benchmark""}",,ADD,article,"{""name"": ""Experimental Framework to Simulate Rescue Operations after a Natural Disaster"", ""keywords"": ""Experimental framework, Simulation, Benchmark""}",,,assertion,"""{'name': 'experimental framework to simu[106 chars]rk'}"" != 'none'
- {'name': 'experimental framework to simulate rescue operations after a natural disaster', 'keywords': 'experimental framework, simulation, benchmark'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'experimental framework to simulate rescue operations after a natural disaster', 'keywords': 'experimental framework, simulation, benchmark'}
user_msg: add a article with name ""experimental framework to simulate rescue operations after a natural disaster"" and keywords= experimental framework, simulation, benchmark"
286,"update the article with name ""experimental framework, simulation, benchmark"" setting year=2020",UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework, Simulation, Benchmark""}",UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework, Simulation, Benchmark""}",,assertion,"""{'year': '2020'}"" != 'none'
- {'year': '2020'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2020'}
user_msg: update the article with name ""experimental framework, simulation, benchmark"" setting year=2020"
287,"update the article with name ""experimental framework to simulate rescue operations after a natural disaster"" setting year=2020",UPDATE,article,,,UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework to simulate rescue operations after a natural disaster""}",assertion,general,'NoneType' object has no attribute 'intent'
288,"update the article with name=""experimental framework to simulate rescue operations after a natural disaster"" setting year=2020",UPDATE,article,,,UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework to simulate rescue operations after a natural disaster""}",assertion,general,'NoneType' object has no attribute 'intent'
289,update the article with name=experimental framework to simulate rescue operations after a natural disaster setting the year=2020,UPDATE,article,"{""natural_disaster"": ""2020""}","{""name"": ""Experimental Framework to Simulate Rescue Operations""}",UPDATE,article,"{""year"": ""2020""}","{""name"": ""Experimental framework to simulate rescue operations after a natural disaster""}",assertion,general,'NoneType' object has no attribute 'intent'
290,"update the article with keywords ""experimental framework, simulation, benchmark"" setting the year=2020",UPDATE,article,"{""year"": ""2020""}","{""keywords"": ""Experimental framework, Simulation, Benchmark""}",UPDATE,article,"{""year"": ""2020""}","{""keywords"": ""Experimental framework, Simulation, Benchmark""}",,general,'NoneType' object has no attribute 'intent'
291,show me articles where year > 2013,READ,article,"{""year"": ""2013""}",,READ,article,"{""year"": ""2013""}",,,assertion,"""{'year': '2013'}"" != 'none'
- {'year': '2013'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2013'}
user_msg: show me articles where year > 2013"
292,show me articles where year != 2015,READ,article,"{""year"": ""2015""}",,READ,article,"{""year"": ""2015""}",,,assertion,"""{'year': '2015'}"" != 'none'
- {'year': '2015'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2015'}
user_msg: show me articles where year != 2015"
293,show articles with id > 6,READ,article,"{""id"": ""6""}",,READ,article,"{""id"": ""6""}",,,assertion,"""{'id': '6'}"" != 'none'
- {'id': '6'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '6'}
user_msg: show articles with id > 6"
294,show me articles with id=9,READ,article,"{""id"": ""9""}",,READ,article,"{""id"": ""9""}",,,assertion,"""{'id': '9'}"" != 'none'
- {'id': '9'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '9'}
user_msg: show me articles with id=9"
295,show me article where id > 6,READ,article,"{""id"": ""6""}",,READ,article,"{""id"": ""6""}",,,assertion,"""{'id': '6'}"" != 'none'
- {'id': '6'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '6'}
user_msg: show me article where id > 6"
296,show me article where id = 6,READ,article,"{""id"": ""6""}",,READ,article,"{""id"": ""6""}",,,assertion,"""{'id': '6'}"" != 'none'
- {'id': '6'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '6'}
user_msg: show me article where id = 6"
297,show me article where id=9,READ,article,"{""id"": ""9""}",,READ,article,"{""id"": ""9""}",,,assertion,"""{'id': '9'}"" != 'none'
- {'id': '9'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '9'}
user_msg: show me article where id=9"
298,show me article where id=10,READ,article,"{""id"": ""10""}",,READ,article,"{""id"": ""10""}",,,general,Timeout in MsgParser
299,add city with name=fortaleza and state=ceará,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,,assertion,"'city' != 'the_entity_class_that_the_user_s_message_refers_to_is_city'
- city
+ the_entity_class_that_the_user_s_message_refers_to_is_city
 : entity class not correct.
processed_class=the_entity_class_that_the_user_s_message_refers_to_is_city
expected_class=city
user_msg: add city with name=fortaleza and state=ceará"
300,"add city with name=berlin, country=germany, population=3.645 million",ADD,city,"{""name"": ""Berlin"", ""country"": ""Germany"", ""population"": ""3.645 million""}",,ADD,city,"{""name"": ""Berlin"", ""country"": ""Germany"", ""population"": ""3.645 million""}",,,assertion,"'city' != 'the_entity_class_that_the_user_s_message_refers_to_is_city'
- city
+ the_entity_class_that_the_user_s_message_refers_to_is_city
 : entity class not correct.
processed_class=the_entity_class_that_the_user_s_message_refers_to_is_city
expected_class=city
user_msg: add city with name=berlin, country=germany, population=3.645 million"
301,show me city,READ,city,,,READ,city,,,,,
302,delete city,DELETE,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.DELETE: 'DELETE'> : intent not correct.
processed_intent = DELETE
expected_intent = MEANINGLESS
user_msg: delete city"
303,delete all cities,DELETE,city,,,DELETE,city,,,,,
304,delete city where id=1 and id=2,DELETE,city,"{""id"": ""1""}",,DELETE,city,"{""id"": ""1""}",,,assertion,"'city' != 'none'
- city
+ none
 : entity class not correct.
processed_class=none
expected_class=city
user_msg: delete city where id=1 and id=2"
305,delete city where id-2,DELETE,,,,DELETE,city,,,assertion,assertion,"'city' != 'id'
- city
+ id
 : entity class not correct.
processed_class=id
expected_class=city
user_msg: delete city where id-2"
306,delete city where id=2,DELETE,city,"{""id"": ""2""}",,DELETE,city,"{""id"": ""2""}",,,assertion,"""{'id': '2'}"" != 'none'
- {'id': '2'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '2'}
user_msg: delete city where id=2"
307,add city with name= teste and number=1,ADD,city,"{""name"": ""teste"", ""number"": ""1""}",,ADD,city,"{""name"": ""teste"", ""number"": ""1""}",,,assertion,"""{'name': 'teste', 'number': '1'}"" != 'none'
- {'name': 'teste', 'number': '1'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'teste', 'number': '1'}
user_msg: add city with name= teste and number=1"
308,add city with name= teste and number=2,ADD,city,"{""name"": ""teste"", ""number"": ""2""}",,ADD,city,"{""name"": ""teste"", ""number"": ""2""}",,,assertion,"""{'name': 'teste', 'number': '2'}"" != 'none'
- {'name': 'teste', 'number': '2'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'teste', 'number': '2'}
user_msg: add city with name= teste and number=2"
309,delete city where name=teste,DELETE,city,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"""{'name': 'teste'}"" != 'none'
- {'name': 'teste'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'teste'}
user_msg: delete city where name=teste"
310,"delete city where name=""teste""",DELETE,teste,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"""{'name': 'teste'}"" != 'none'
- {'name': 'teste'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'teste'}
user_msg: delete city where name=""teste"""
311,delete city where number=1,DELETE,,,,DELETE,city,"{""number"": ""1""}",,assertion,assertion,"'city' != 'number'
- city
+ number
 : entity class not correct.
processed_class=number
expected_class=city
user_msg: delete city where number=1"
312,delete all city with name=teste,DELETE,city,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"""{'name': 'teste'}"" != 'none'
- {'name': 'teste'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'teste'}
user_msg: delete all city with name=teste"
313,"delete all city with name=""teste""",DELETE,city,"{""name"": ""este""}",,DELETE,city,"{""name"": ""teste""}",,assertion,assertion,"""{'name': 'teste'}"" != 'none'
- {'name': 'teste'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'teste'}
user_msg: delete all city with name=""teste"""
314,delete all city where number=1,DELETE,city,"{""number"": ""1""}",,DELETE,city,"{""number"": ""1""}",,,assertion,"""{'number': '1'}"" != 'none'
- {'number': '1'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'number': '1'}
user_msg: delete all city where number=1"
315,delete city where id=4,DELETE,city,"{""id"": ""4""}",,DELETE,city,"{""id"": ""4""}",,,assertion,"""{'id': '4'}"" != 'none'
- {'id': '4'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '4'}
user_msg: delete city where id=4"
316,o,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: o"
317,delete city o,DELETE,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.DELETE: 'DELETE'> : intent not correct.
processed_intent = DELETE
expected_intent = MEANINGLESS
user_msg: delete city o"
318,delete city where name=fortaleza,DELETE,city,"{""name"": ""Fortaleza""}",,DELETE,city,"{""name"": ""Fortaleza""}",,,assertion,"""{'name': 'fortaleza'}"" != 'none'
- {'name': 'fortaleza'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'fortaleza'}
user_msg: delete city where name=fortaleza"
319,add city with name fortaleza and state=ceará,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,,assertion,"'city' != 'the_entity_class_that_the_user_s_message_refers_to_is_city'
- city
+ the_entity_class_that_the_user_s_message_refers_to_is_city
 : entity class not correct.
processed_class=the_entity_class_that_the_user_s_message_refers_to_is_city
expected_class=city
user_msg: add city with name fortaleza and state=ceará"
320,"add city with name ""fortaleza"" and state=ceará",ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,ADD,city,"{""name"": ""Fortaleza"", ""state"": ""Cear\u00e1""}",,,assertion,"""{'name': 'fortaleza', 'state': 'ceara'}"" != 'none'
- {'name': 'fortaleza', 'state': 'ceara'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'fortaleza', 'state': 'ceara'}
user_msg: add city with name ""fortaleza"" and state=ceará"
321,delete city where state=ceará,DELETE,,,,DELETE,city,"{""state"": ""Cear\u00e1""}",,assertion,assertion,"""{'state': 'ceara'}"" != 'none'
- {'state': 'ceara'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'state': 'ceara'}
user_msg: delete city where state=ceará"
322,"delete city where state=""ceará""",DELETE,,,,DELETE,city,"{""state"": ""Cear\u00e1""}",,assertion,assertion,"""{'state': 'ceara'}"" != 'none'
- {'state': 'ceara'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'state': 'ceara'}
user_msg: delete city where state=""ceará"""
323,show pokemons,READ,pokemon,,,READ,pokemon,,,,,
324,"delete city where name=""fortaleza""",DELETE,,,,DELETE,city,"{""name"": ""Fortaleza""}",,assertion,assertion,"'city' != 'none'
- city
+ none
 : entity class not correct.
processed_class=none
expected_class=city
user_msg: delete city where name=""fortaleza"""
325,show me pokemons,READ,pokemon,,,READ,pokemon,,,,,
326,get city,READ,city,,,READ,city,,,,,
327,"update a pokemon with name=""pikachu"" by setting evolve to=""raichu""",UPDATE,pokemon,"{""evolve"": ""to=\""Raichu""}","{""name"": ""Pikachu""}",UPDATE,pokemon,"{""evolve_to"": ""Raichu""}","{""name"": ""Pikachu""}",assertion,general,'NoneType' object has no attribute 'intent'
328,delete city where id=8,DELETE,,,,DELETE,city,"{""id"": ""8""}",,assertion,assertion,"""{'id': '8'}"" != 'none'
- {'id': '8'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '8'}
user_msg: delete city where id=8"
329,"update a pokemon with name=""pikachu"" by setting evolvution =""raichu""",UPDATE,pokemon,"{""evolvution"": ""Raichu""}","{""name"": ""Pikachu""}",UPDATE,pokemon,"{""evolvution"": ""Raichu""}","{""name"": ""Pikachu""}",,general,'NoneType' object has no attribute 'intent'
330,delete all city where name=fortaleza,DELETE,city,"{""name"": ""Fortaleza""}",,DELETE,city,"{""name"": ""Fortaleza""}",,,assertion,"""{'name': 'fortaleza'}"" != 'none'
- {'name': 'fortaleza'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'fortaleza'}
user_msg: delete all city where name=fortaleza"
331,"update a pokemon with name=""pikachu"" by setting evolution to=""raichu""",UPDATE,pokemon,"{""evolution"": ""Raichu""}","{""name"": ""Pikachu""}",UPDATE,pokemon,"{""evolution"": ""Raichu""}","{""name"": ""Pikachu""}",,general,'NoneType' object has no attribute 'intent'
332,view all pokemons,READ,pokemon,,,READ,pokemon,,,,,
333,view the pokemon,READ,pokemon,,,READ,pokemon,,,,,
334,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author ""v-measure: a conditional entropy-based external cluster evaluation measure"", co-author ""andrew rosenberg"" and year=2007",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,,assertion,"""{'title': 'v-measure: a conditional entr[89 chars]07'}"" != 'none'
- {'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'andrew rosenberg', 'year': '2007'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'andrew rosenberg', 'year': '2007'}
user_msg: add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author ""v-measure: a conditional entropy-based external cluster evaluation measure"", co-author ""andrew rosenberg"" and year=2007"
335,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" and year=2007",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,,assertion,"""{'title': 'v-measure: a conditional entr[122 chars]07'}"" != 'none'
- {'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}
user_msg: add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" and year=2007"
336,"add an article with title=""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" , year=2007",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG"", ""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}",,,assertion,"""{'title': 'v-measure: a conditional entr[122 chars]07'}"" != 'none'
- {'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}
user_msg: add an article with title=""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" , year=2007"
337,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg""",ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG""}",,ADD,article,"{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure"", ""author"": ""JULIA HIRSCHBERG""}",,,assertion,"""{'title': 'v-measure: a conditional entr[73 chars]rg'}"" != 'none'
- {'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg'}
user_msg: add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"""
338,"update the article where title=""v-measure: a conditional entropy-based external cluster evaluation measure"" setting  co-author=""andrew rosenberg""",UPDATE,article,"{""setting"": ""co-author=\""Andrew Rosenberg""}","{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure""}",UPDATE,article,"{""co_author"": ""Andrew Rosenberg""}","{""title"": ""V-measure: A conditional entropy-based external cluster evaluation measure""}",assertion,general,'NoneType' object has no attribute 'intent'
339,"update article with id=11 setting co-author=""andrew rosenberg"" and year=2007",UPDATE,article,,,UPDATE,article,"{""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}","{""id"": ""11""}",assertion,assertion,"<Intent.UPDATE: 'UPDATE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = UPDATE
user_msg: update article with id=11 setting co-author=""andrew rosenberg"" and year=2007"
340,"update article where id=11 setting co-author=""andrew rosenberg""",UPDATE,article,"{""setting"": ""co-author=\""ANDREW ROSENBERG""}","{""id"": ""11""}",UPDATE,article,"{""co_author"": ""Andrew Rosenberg""}","{""id"": ""11""}",assertion,general,'NoneType' object has no attribute 'intent'
341,"update the article with id=11 setting co-author=""andrew rosenberg"" and year=2007",UPDATE,article,,,UPDATE,article,"{""co_author"": ""Andrew Rosenberg"", ""year"": ""2007""}","{""id"": ""11""}",assertion,general,'NoneType' object has no attribute 'intent'
342,"update the article with id=11 setting co-author=""andrew rosenberg""",UPDATE,article,"{""setting"": ""co-author=\""ANDREW ROSENBERG""}","{""id"": ""11""}",UPDATE,article,"{""setting"": ""co-author=\""ANDREW ROSENBERG""}","{""id"": ""11""}",,general,'NoneType' object has no attribute 'intent'
343,"update the article with id=11, setting coauthor=""andrew rosenberg""",UPDATE,article,"{""coauthor"": ""ANDREW ROSENBERG""}","{""id"": ""11""}",UPDATE,article,"{""coauthor"": ""ANDREW ROSENBERG""}","{""id"": ""11""}",,general,'NoneType' object has no attribute 'intent'
344,"update the article with author=""julia hirschberg"", setting the year=2007",UPDATE,article,,,UPDATE,article,"{""year"": ""2007""}","{""author"": ""JULIA HIRSCHBERG""}",assertion,assertion,"""{'year': '2007'}"" != 'none'
- {'year': '2007'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2007'}
user_msg: update the article with author=""julia hirschberg"", setting the year=2007"
345,"update the article with id=11, setting the year=2007",UPDATE,article,"{""year"": ""2007""}","{""id"": ""11""}",UPDATE,article,"{""year"": ""2007""}","{""id"": ""11""}",,general,'NoneType' object has no attribute 'intent'
346,"delete all articles where author=""julia hirschberg""",DELETE,article,"{""author"": ""JULIA HIRSCHBERG""}",,DELETE,article,"{""author"": ""JULIA HIRSCHBERG""}",,,assertion,"""{'author': 'julia hirschberg'}"" != 'none'
- {'author': 'julia hirschberg'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'author': 'julia hirschberg'}
user_msg: delete all articles where author=""julia hirschberg"""
347,add a pokemon with name='squid',ADD,pokemon,"{""name"": ""Squid""}",,ADD,pokemon,"{""name"": ""Squid""}",,,assertion,"""{'name': 'squid'}"" != 'none'
- {'name': 'squid'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'squid'}
user_msg: add a pokemon with name='squid'"
348,get all pokemons,READ,pokemon,,,READ,pokemon,,,,,
349,get student with name=itamar,READ,student,"{""name"": ""Itamar""}",,READ,student,"{""name"": ""Itamar""}",,,assertion,"""{'name': 'itamar'}"" != 'none'
- {'name': 'itamar'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'itamar'}
user_msg: get student with name=itamar"
350,list all students,READ,student,,,READ,student,,,,,
351,add an article with title='dome: a domesticated movie experiment',ADD,article,"{""title"": ""DoME: A Domesticated Movie Experiment""}",,ADD,article,"{""title"": ""DoME: A Domesticated Movie Experiment""}",,,assertion,"""{'title': 'dome: a domesticated movie experiment'}"" != 'none'
- {'title': 'dome: a domesticated movie experiment'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'dome: a domesticated movie experiment'}
user_msg: add an article with title='dome: a domesticated movie experiment'"
352,"update the article with id=1, setting the year=3021",UPDATE,article,"{""year"": ""3021""}","{""id"": ""1""}",UPDATE,article,"{""year"": ""3021""}","{""id"": ""1""}",,assertion,"""{'year': '3021'}"" != 'none'
- {'year': '3021'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '3021'}
user_msg: update the article with id=1, setting the year=3021"
353,show the model,READ,model,,,READ,model,,,,,
354,"update all articles with year=3021, setting the author='bill gates'",UPDATE,article,"{""author"": ""Bill Gates""}","{""year"": ""3021""}",UPDATE,article,"{""author"": ""Bill Gates""}","{""year"": ""3021""}",,general,'NoneType' object has no attribute 'intent'
355,get articles when year=3021,READ,article,"{""year"": ""3021""}",,READ,article,"{""year"": ""3021""}",,,assertion,"""{'year': '3021'}"" != 'none'
- {'year': '3021'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '3021'}
user_msg: get articles when year=3021"
356,h,GREETING,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: h"
